,event_time,title,pageviews
1367,2011-01-10,Pretty_Little_Liars_(TV_series),349907
1368,2011-01-10,Rihanna,389795
1369,2011-01-10,Russia,301488
1370,2011-01-10,SS501,313437
1371,2011-01-10,Salmaan_Taseer,280553
1372,2011-01-10,Search,573161
1373,2011-01-10,Selena_Gomez,458885
1374,2011-01-10,Sex,499916
1375,2011-01-10,Shirley_Temple,265825
1376,2011-01-10,Skins_(TV_series),305563
1377,2011-01-10,Super_Bowl_XLV,244970
1378,2011-01-10,Ted_Williams,362410
1379,2011-01-10,The_Big_Bang_Theory,383091
1380,2011-01-10,Tron:_Legacy,385982
1381,2011-01-10,Tron_(film),378830
1382,2011-01-10,True_Grit_(2010_film),315711
1383,2011-01-10,UFC_125,547737
1384,2011-01-10,UFC_126,275163
1385,2011-01-10,United_Kingdom,338595
1386,2011-01-10,United_States,464148
1387,2011-01-10,User_Datagram_Protocol,350628
1388,2011-01-10,Wiki,1168498
1389,2011-01-10,Wikipedia,515810
1390,2011-01-10,Wikipedia:Contribution_Team/Welcome2,543485
1391,2011-01-10,Will_Smith,266019
1392,2011-01-10,William_Shakespeare,881600
1393,2011-01-10,World_War_I,250073
1394,2011-01-10,World_War_II,321962
1395,2011-01-10,XXx,262686
1396,2011-01-10,YouTube,313031
1397,2011-01-10,index.html,648004
1398,2011-01-10,initial,692286
1399,2011-01-10,w/index.php,504336
1400,2011-03-12,!important,108735
1401,2011-03-12,Acne_vulgaris,109031
1402,2011-03-12,Adolescence,109132
1403,2011-03-12,Angel,109626
1404,2011-03-12,Asbestos,109592
1405,2011-03-12,Atmospheric_pressure,108712
1406,2011-03-12,Atrial_fibrillation,109516
1407,2011-03-12,Badminton,109338
1408,2011-03-12,Bing_(search_engine),109617
1409,2011-03-12,Bj%C3%B6rk,109533
1410,2011-03-12,Black_Panther_Party,109216
1411,2011-03-12,Blue_whale,109887
1412,2011-03-12,Calculus,109605
1413,2011-03-12,Caligula,109762
1414,2011-03-12,Cameroon,109888
1415,2011-03-12,Chatroulette,109555
1416,2011-03-12,Chlamydia,109517
1417,2011-03-12,Chyna,108954
1418,2011-03-12,Cleavage_(breasts),109404
1419,2011-03-12,Coup_d%27%C3%A9tat,109204
1420,2011-03-12,Dallas,108886
1421,2011-03-12,Dan_Aykroyd,109326
1422,2011-03-12,Dean_Martin,108783
1423,2011-03-12,Defense_of_Marriage_Act,108965
1424,2011-03-12,Delhi,109324
1425,2011-03-12,Dita_Von_Teese,110154
1426,2011-03-12,Diverticulitis,109747
1427,2011-03-12,Dnepropetrovsk_maniacs,109107
1428,2011-03-12,Don_Quixote,109864
1429,2011-03-12,Dustin_Clare,109684
1430,2011-03-12,Dystopia,109856
1431,2011-03-12,ER_(TV_series),109857
1432,2011-03-12,Eleanor_Roosevelt,109245
1433,2011-03-12,Electroshock_weapon,109557
1434,2011-03-12,Emmett_Till,110154
1435,2011-03-12,Erikson%27s_stages_of_psychosocial_development,109925
1436,2011-03-12,Florence_Nightingale,110006
1437,2011-03-12,Friction,109230
1438,2011-03-12,Greenhouse_effect,109807
1439,2011-03-12,Hollywood,109798
1440,2011-03-12,Julie_Benz,109441
1441,2011-03-12,Larry_the_Cable_Guy,109987
1442,2011-03-12,Latitude,109212
1443,2011-03-12,Lauryn_Hill,109221
1444,2011-03-12,List_of_Total_Nonstop_Action_Wrestling_employees,109864
1445,2011-03-12,List_of_banned_video_games,109681
1446,2011-03-12,List_of_cocktails,109912
1447,2011-03-12,List_of_films_based_on_Marvel_Comics,109314
1448,2011-03-12,Lupus_erythematosus,109818
1449,2011-03-12,M2_Browning_machine_gun,109784
1450,2011-03-12,Make_It_or_Break_It,109618
1451,2011-03-12,Marcus_Mumford,109585
1452,2011-03-12,Mass_Effect,109248
1453,2011-03-12,Median,109516
1454,2011-03-12,Mephedrone,109820
1455,2011-03-12,Mirko_Filipovi%C4%87,109959
1456,2011-03-12,Money,109497
1457,2011-03-12,Mount_St._Helens,109069
1458,2011-03-12,Muhammad_al-Gaddafi,109628
1459,2011-03-12,Nani_(footballer),110176
1460,2011-03-12,Natalie_portman,108991
1461,2011-03-12,Nationalism,109227
1462,2011-03-12,Nicolaus_Copernicus,108961
1463,2011-03-12,OPEC,109384
1464,2011-03-12,Patrick_Dempsey,109636
1465,2011-03-12,Plasma_(physics),109751
1466,2011-03-12,Polymerase_chain_reaction,109569
1467,2011-03-12,Portia_de_Rossi,109590
1468,2011-03-12,Predators_(film),109423
1469,2011-03-12,Price_elasticity_of_demand,109841
1470,2011-03-12,Richard_Branson,109295
1471,2011-03-12,Rob_Kardashian,109775
1472,2011-03-12,Roman_Abramovich,109290
1473,2011-03-12,San_Diego,109307
1474,2011-03-12,Saw_(film),109256
1475,2011-03-12,Senegal,109453
1476,2011-03-12,Shuma-Gorath,110044
1477,2011-03-12,Sonnet,109754
1478,2011-03-12,Sport,109395
1479,2011-03-12,Spy_Kids_4:_All_the_Time_in_the_World,109091
1480,2011-03-12,Stanford_University,109841
1481,2011-03-12,Sugar_Ray_Leonard,109874
1482,2011-03-12,Surname,109423
1483,2011-03-12,The_Church_of_Jesus_Christ_of_Latter-day_Saints,109164
1484,2011-03-12,The_Cleveland_Show,109751
1485,2011-03-12,The_Great_Khali,109671
1486,2011-03-12,The_Hobbit_film_project,109826
1487,2011-03-12,The_Twilight_Saga_(film_series),108747
1488,2011-03-12,Tim_Curry,109290
1489,2011-03-12,Tobey_Maguire,109974
1490,2011-03-12,Tom_Waits,109226
1491,2011-03-12,Value_added_tax,108734
1492,2011-03-12,WWE_Hall_of_Fame,108954
1493,2011-03-12,Wanderlei_Silva,109763
1494,2011-03-12,Wind_turbine,108963
1495,2011-03-12,Wolverine,109584
1496,2011-03-12,X-Men_(film),109666
1497,2011-03-12,ZIP_code,109829
1498,2011-03-12,Zion,110046
1499,2011-03-12,Zodiac_Killer,108828
1500,2011-03-22,"%5D,",2437832
1501,2011-03-22,)&&this.style)%7B,2429602
1502,2011-03-22,).css(,2436794
1503,2011-03-22,);,4868779
1504,2011-03-22,",",2442108
1505,2011-03-22,",jQuery.css(this%5Bi%5D,",2435192
1506,2011-03-22,2011_Cricket_World_Cup,1416519
1507,2011-03-22,2011_Libyan_uprising,1067860
1508,2011-03-22,2011_Sendai_earthquake_and_tsunami,2073653
1509,2011-03-22,404_error,16412733
1510,2011-03-22,83rd_Academy_Awards,1123990
1511,2011-03-22,;,4873487
1512,2011-03-22,Adele_(singer),1034183
1513,2011-03-22,Adolf_Hitler,970283
1514,2011-03-22,Anne_Hathaway_(actress),849347
1515,2011-03-22,Anticholinergic,915881
1516,2011-03-22,Ash_Wednesday,997337
1517,2011-03-22,Atomic_bombings_of_Hiroshima_and_Nagasaki,783470
1518,2011-03-22,Australia,923407
1519,2011-03-22,Battle:_Los_Angeles,993434
1520,2011-03-22,Black_Swan_(film),1102481
1521,2011-03-22,Bree_Olson,1264450
1522,2011-03-22,Bruno_Mars,786487
1523,2011-03-22,Canada,1310628
1524,2011-03-22,Charlie_Sheen,4401190
1525,2011-03-22,Chernobyl_disaster,3210848
1526,2011-03-22,Christian_Bale,803996
1527,2011-03-22,Colin_Firth,793366
1528,2011-03-22,Deaths_in_2011,2150582
1529,2011-03-22,Dr._Dre,1073745
1530,2011-03-22,Dwayne_Johnson,778225
1531,2011-03-22,Earthquake,942855
1532,2011-03-22,Eduardo_Saverin,849853
1533,2011-03-22,Elizabeth_II,792562
1534,2011-03-22,Emilio_Estevez,1025697
1535,2011-03-22,Eminem,1460731
1536,2011-03-22,Facebook,3818236
1537,2011-03-22,France,922664
1538,2011-03-22,Friday_(Rebecca_Black_song),1026409
1539,2011-03-22,Fukushima_I_Nuclear_Power_Plant,1431209
1540,2011-03-22,Fukushima_I_nuclear_accidents,1193562
1541,2011-03-22,George_VI_of_the_United_Kingdom,1286442
1542,2011-03-22,Germany,787792
1543,2011-03-22,Glee_(TV_series),2178707
1544,2011-03-22,Google,2225842
1545,2011-03-22,How_I_Met_Your_Mother,1106649
1546,2011-03-22,Hypertext_Transfer_Protocol,775587
1547,2011-03-22,India,1197532
1548,2011-03-22,Insect,1083746
1549,2011-03-22,Internet_Movie_Database,819383
1550,2011-03-22,James_Franco,1084345
1551,2011-03-22,Japan,2229209
1552,2011-03-22,Jennifer_Lopez,800221
1553,2011-03-22,Jersey_Shore_(TV_series),1222505
1554,2011-03-22,Justin_Bieber,2186209
1555,2011-03-22,Kim_Kardashian,794142
1556,2011-03-22,Kirk_Douglas,780922
1557,2011-03-22,Lady_Gaga,1343293
1558,2011-03-22,Lent,1113267
1559,2011-03-22,Libya,3208152
1560,2011-03-22,List_of_Glee_episodes,1647092
1561,2011-03-22,List_of_How_I_Met_Your_Mother_episodes,910840
1562,2011-03-22,List_of_songs_in_Glee_(season_2),805018
1563,2011-03-22,Manservant,1227522
1564,2011-03-22,Mardi_Gras,902598
1565,2011-03-22,Mark_Zuckerberg,1718524
1566,2011-03-22,Martin_Sheen,1539930
1567,2011-03-22,Mila_Kunis,833055
1568,2011-03-22,Muammar_Gaddafi,1336106
1569,2011-03-22,Muammar_al-Gaddafi,2436689
1570,2011-03-22,Natalie_Portman,1418337
1571,2011-03-22,Nate_Dogg,3397522
1572,2011-03-22,Nicki_Minaj,775372
1573,2011-03-22,Nuclear_meltdown,1308798
1574,2011-03-22,Portal:Contents,943863
1575,2011-03-22,Portal:Current_events,1411221
1576,2011-03-22,Richter_magnitude_scale,877928
1577,2011-03-22,Rihanna,1012634
1578,2011-03-22,Saint_Patrick%27s_Day,2143529
1579,2011-03-22,Search,2934722
1580,2011-03-22,Selena_Gomez,1193493
1581,2011-03-22,Sex,1380378
1582,2011-03-22,Skins_(TV_series),797140
1583,2011-03-22,Sucker_Punch_(film),824280
1584,2011-03-22,The_Big_Bang_Theory,870975
1585,2011-03-22,The_King%27s_Speech,1291552
1586,2011-03-22,Three_Mile_Island_accident,1298134
1587,2011-03-22,Tsunami,1620380
1588,2011-03-22,Two_and_a_Half_Men,1387523
1589,2011-03-22,UFC_128,1090308
1590,2011-03-22,United_Kingdom,1135912
1591,2011-03-22,United_States,2170851
1592,2011-03-22,Wiki,3161302
1593,2011-03-22,Wikipedia,1528705
1594,2011-03-22,Wikipedia:IPA_for_English,809323
1595,2011-03-22,World_War_I,943689
1596,2011-03-22,World_War_II,1142026
1597,2011-03-22,YouTube,1283217
1598,2011-03-22,index.html,5664861
1599,2011-03-22,w/index.php,1426165
1600,2011-03-20,AR-15,123076
1601,2011-03-20,A_Change_of_Heart,123104
1602,2011-03-20,Aaron_Johnson_(actor),121586
1603,2011-03-20,Alchemy,121193
1604,2011-03-20,Antonio_Banderas,123366
1605,2011-03-20,Aubrey_O%27Day,123047
1606,2011-03-20,Baroque,122265
1607,2011-03-20,Bell%27s_palsy,122248
1608,2011-03-20,Billy_Ray_Cyrus,122247
1609,2011-03-20,Blues,122237
1610,2011-03-20,Borussia_Dortmund,122413
1611,2011-03-20,Budapest,122219
1612,2011-03-20,Bupropion,122258
1613,2011-03-20,Carey_Mulligan,121545
1614,2011-03-20,Christina_Ricci,121495
1615,2011-03-20,Christopher_Walken,121670
1616,2011-03-20,Climate_change,123761
1617,2011-03-20,Codeine,123378
1618,2011-03-20,Coeliac_disease,121158
1619,2011-03-20,Creatine,122290
1620,2011-03-20,Darth_Vader,123301
1621,2011-03-20,David_Tennant,121482
1622,2011-03-20,Diode,122414
1623,2011-03-20,Economy_of_India,123131
1624,2011-03-20,Engineering,122390
1625,2011-03-20,Epilepsy,122107
1626,2011-03-20,Fahrenheit,122533
1627,2011-03-20,February_23,121810
1628,2011-03-20,Female_body_shape,121737
1629,2011-03-20,Fr%C3%A9d%C3%A9ric_Chopin,123399
1630,2011-03-20,Giant_panda,122323
1631,2011-03-20,Gladiator,121182
1632,2011-03-20,Golden_Gate_Bridge,121802
1633,2011-03-20,Harlem_Renaissance,122533
1634,2011-03-20,Hrithik_Roshan,121712
1635,2011-03-20,Human_evolution,122231
1636,2011-03-20,Imperialism,122613
1637,2011-03-20,Intel_Core,121386
1638,2011-03-20,Jamie_Lee_Curtis,121309
1639,2011-03-20,Jaws_(film),122543
1640,2011-03-20,John_Belushi,122059
1641,2011-03-20,John_Malkovich,122488
1642,2011-03-20,Juwan_Howard,121869
1643,2011-03-20,Kate_Moss,123271
1644,2011-03-20,Kathy_Griffin,121586
1645,2011-03-20,Kid_Rock,123344
1646,2011-03-20,Kill_Bill,123553
1647,2011-03-20,Lady_Gaga_discography,123100
1648,2011-03-20,Langston_Hughes,121661
1649,2011-03-20,Law,122425
1650,2011-03-20,Libyan_Army,123313
1651,2011-03-20,Light,123712
1652,2011-03-20,List_of_Asian_pornographic_actors,122448
1653,2011-03-20,List_of_Pixar_films,121443
1654,2011-03-20,List_of_cities_proper_by_population,122210
1655,2011-03-20,List_of_superheroines,122116
1656,2011-03-20,M14_rifle,122339
1657,2011-03-20,MP3,122254
1658,2011-03-20,Maggie_Q,122269
1659,2011-03-20,Malcolm_in_the_Middle,121635
1660,2011-03-20,Medusa,123460
1661,2011-03-20,Methanol,121934
1662,2011-03-20,Modernism,123298
1663,2011-03-20,Muscle,122034
1664,2011-03-20,My_Wife_and_Kids,122167
1665,2011-03-20,Nero,121403
1666,2011-03-20,Nicaragua,123264
1667,2011-03-20,Pel%C3%A9,121302
1668,2011-03-20,Petra,121578
1669,2011-03-20,Planet,121270
1670,2011-03-20,Pressure,123273
1671,2011-03-20,Pressurized_water_reactor,121231
1672,2011-03-20,Prince_of_Persia:_The_Sands_of_Time_(film),122919
1673,2011-03-20,Public_relations,122761
1674,2011-03-20,Puella_Magi_Madoka_Magica,121527
1675,2011-03-20,Queens_of_the_Stone_Age,123121
1676,2011-03-20,Racism,121804
1677,2011-03-20,Ray_Charles,122715
1678,2011-03-20,Raynaud%27s_phenomenon,121737
1679,2011-03-20,Regression_analysis,121540
1680,2011-03-20,Robert_Duvall,121836
1681,2011-03-20,Robert_F._Kennedy,121906
1682,2011-03-20,Ryan_Adams,122183
1683,2011-03-20,Saw_3D,123627
1684,2011-03-20,Sodium_chloride,121286
1685,2011-03-20,Stem_cell,123659
1686,2011-03-20,Sugar_Ray_Leonard,122492
1687,2011-03-20,Suge_Knight,122793
1688,2011-03-20,Sustainability,122057
1689,2011-03-20,Taliban,122519
1690,2011-03-20,The_Bahamas,122153
1691,2011-03-20,The_Smashing_Pumpkins,122267
1692,2011-03-20,Top_Chef,121353
1693,2011-03-20,Tourism,121148
1694,2011-03-20,Train_(band),122605
1695,2011-03-20,Unified_Modeling_Language,123338
1696,2011-03-20,World_War_II_casualties,122307
1697,2011-03-20,Wright_brothers,123572
1698,2011-03-20,X-ray,123641
1699,2011-03-20,Yin_and_yang,121226
1700,2011-01-25,Alberta,91592
1701,2011-01-25,Alcoholic_beverage,91447
1702,2011-01-25,Alex_O%27Loughlin,91245
1703,2011-01-25,Babylon_5,91838
1704,2011-01-25,Batman:_Arkham_Asylum,92041
1705,2011-01-25,Bermuda,91644
1706,2011-01-25,Big_Show_(wrestler),91030
1707,2011-01-25,Bill_Goldberg,91748
1708,2011-01-25,Billy_Joel,91230
1709,2011-01-25,Birthstones,92042
1710,2011-01-25,Black_Hawk_Down_(film),91386
1711,2011-01-25,Blue_Bloods_(TV_series),91177
1712,2011-01-25,Chav,91213
1713,2011-01-25,Christina_Milian,91646
1714,2011-01-25,Conrad_Hilton,91336
1715,2011-01-25,Cuckold,91320
1716,2011-01-25,Cushing%27s_syndrome,91812
1717,2011-01-25,Deion_Sanders,91089
1718,2011-01-25,Dennis_Rodman,91780
1719,2011-01-25,Dog_the_Bounty_Hunter,92152
1720,2011-01-25,Douglas_MacArthur,91150
1721,2011-01-25,Duck_Sauce,91131
1722,2011-01-25,Dutch_language,92094
1723,2011-01-25,F._Scott_Fitzgerald,91414
1724,2011-01-25,Fabolous,91499
1725,2011-01-25,Faye_Resnick,91396
1726,2011-01-25,Ferrari,91201
1727,2011-01-25,File:Googlelogo.png,91322
1728,2011-01-25,"Freddie_Prinze,_Jr.",91146
1729,2011-01-25,Great_Expectations,91424
1730,2011-01-25,Hank_Azaria,91271
1731,2011-01-25,Hell,91658
1732,2011-01-25,Henry_VII_of_England,91478
1733,2011-01-25,Home_Alone,91784
1734,2011-01-25,Horoscope,91057
1735,2011-01-25,Indianapolis_Colts,91093
1736,2011-01-25,Internet_Explorer,91448
1737,2011-01-25,Isle_of_Man,91108
1738,2011-01-25,James_Earl_Jones,91066
1739,2011-01-25,January_3,91055
1740,2011-01-25,January_7,91359
1741,2011-01-25,Jason_Bateman,91731
1742,2011-01-25,Jason_Earles,91138
1743,2011-01-25,Jason_Sudeikis,91140
1744,2011-01-25,Jerry_Lee_Lewis,91269
1745,2011-01-25,Jos%C3%A9_Rizal,92058
1746,2011-01-25,Kate_Bosworth,91168
1747,2011-01-25,Keith_Urban,92086
1748,2011-01-25,Kim_Basinger,91265
1749,2011-01-25,Kim_Darby,91325
1750,2011-01-25,Krav_Maga,91847
1751,2011-01-25,Larger_Than_Life_(House),91150
1752,2011-01-25,Lil_wayne,92051
1753,2011-01-25,Liquid_crystal_display,91938
1754,2011-01-25,List_of_30_Rock_episodes,91913
1755,2011-01-25,Matthew_Gray_Gubler,91115
1756,2011-01-25,Mental_disorder,91195
1757,2011-01-25,Microphone,91459
1758,2011-01-25,NHL_Winter_Classic,91665
1759,2011-01-25,Netiquette,91274
1760,2011-01-25,New_Mexico,91979
1761,2011-01-25,Non-profit_organization,91252
1762,2011-01-25,Normandy_landings,91428
1763,2011-01-25,Open_source,91991
1764,2011-01-25,Owl_City,91331
1765,2011-01-25,Pendulum_(band),91505
1766,2011-01-25,Phosphorus,92042
1767,2011-01-25,Pornhub,91091
1768,2011-01-25,Pre-eclampsia,91467
1769,2011-01-25,Puritan,92088
1770,2011-01-25,Rare_earth_element,91717
1771,2011-01-25,Ray_Charles,91464
1772,2011-01-25,"Rey_Mysterio,_Jr.",91358
1773,2011-01-25,Robert_Frost,91658
1774,2011-01-25,Robert_Plant,91061
1775,2011-01-25,Rock_and_roll,92152
1776,2011-01-25,Roswell_UFO_incident,92063
1777,2011-01-25,Salmon,91079
1778,2011-01-25,Sarbanes%E2%80%93Oxley_Act,91159
1779,2011-01-25,Scarlet_fever,91914
1780,2011-01-25,Sonic_the_Hedgehog_(character),91397
1781,2011-01-25,Space_Shuttle_Challenger_disaster,92065
1782,2011-01-25,Sylvia_Plath,91489
1783,2011-01-25,Tamil_language,92100
1784,2011-01-25,The_Adventures_of_Tintin:_Secret_of_the_Unicorn,91770
1785,2011-01-25,The_Chronicles_of_Narnia:_Prince_Caspian,91267
1786,2011-01-25,The_Cure,91057
1787,2011-01-25,The_Incredibles,91267
1788,2011-01-25,The_King_of_Queens,91718
1789,2011-01-25,The_Twilight_Zone,91950
1790,2011-01-25,The_Wonder_Years,91800
1791,2011-01-25,Tofu,91038
1792,2011-01-25,Tony_Blair,91153
1793,2011-01-25,Turner_syndrome,91515
1794,2011-01-25,Twelve_Olympians,91756
1795,2011-01-25,Vampire_Knight,91214
1796,2011-01-25,Veena_Malik,91547
1797,2011-01-25,White_Lies_(band),91247
1798,2011-01-25,Zach_Braff,91400
1799,2011-01-25,Zolpidem,91628
1800,2011-01-18,2010_in_film,473342
1801,2011-01-18,2011_AFC_Asian_Cup,497392
1802,2011-01-18,2011_Tucson_shooting,1014995
1803,2011-01-18,2011_in_film,516320
1804,2011-01-18,2012_phenomenon,472740
1805,2011-01-18,404_error,11253756
1806,2011-01-18,Adolf_Hitler,597352
1807,2011-01-18,Angelina_Jolie,555363
1808,2011-01-18,Aron_Ralston,484911
1809,2011-01-18,Australia,738655
1810,2011-01-18,Black_Swan_(film),1178785
1811,2011-01-18,Blood_libel,925166
1812,2011-01-18,Bruno_Mars,659808
1813,2011-01-18,Canada,568540
1814,2011-01-18,Chengdu_J-20,472938
1815,2011-01-18,Deaths_in_2011,1279501
1816,2011-01-18,Dexter_(TV_series),556734
1817,2011-01-18,Drake_(entertainer),561955
1818,2011-01-18,Eduardo_Saverin,726350
1819,2011-01-18,Eminem,720873
1820,2011-01-18,Facebook,2115076
1821,2011-01-18,File:Hardy_boys_cover_09.jpg,1957859
1822,2011-01-18,Gabrielle_Giffords,1744809
1823,2011-01-18,George_VI_of_the_United_Kingdom,780053
1824,2011-01-18,Glee_(TV_series),1230403
1825,2011-01-18,Google,1157801
1826,2011-01-18,Harry_Potter,528213
1827,2011-01-18,House_(TV_series),466119
1828,2011-01-18,How_I_Met_Your_Mother,1092107
1829,2011-01-18,Hypertext_Transfer_Protocol,490499
1830,2011-01-18,Inception_(film),765175
1831,2011-01-18,India,749462
1832,2011-01-18,Initial,1172671
1833,2011-01-18,Internet_Movie_Database,495742
1834,2011-01-18,Jared_Lee_Loughner,485226
1835,2011-01-18,Jersey_Shore_(TV_series),1095924
1836,2011-01-18,Jim_Harbaugh,510368
1837,2011-01-18,Justin_Bieber,950086
1838,2011-01-18,Katy_Perry,516620
1839,2011-01-18,Kesha,516680
1840,2011-01-18,Kim_Kardashian,541202
1841,2011-01-18,Lady_Gaga,552917
1842,2011-01-18,Lil_Wayne,501249
1843,2011-01-18,List_of_Glee_episodes,559045
1844,2011-01-18,List_of_How_I_Met_Your_Mother_episodes,643684
1845,2011-01-18,List_of_Super_Bowl_champions,488737
1846,2011-01-18,List_of_The_Big_Bang_Theory_episodes,474691
1847,2011-01-18,List_of_Top_Gear_episodes,509615
1848,2011-01-18,List_of_common_misconceptions,1231276
1849,2011-01-18,Macaulay_Culkin,467756
1850,2011-01-18,Mark_Zuckerberg,1918387
1851,2011-01-18,"Martin_Luther_King,_Jr.",1222171
1852,2011-01-18,"Martin_Luther_King,_Jr._Day",551652
1853,2011-01-18,Michael_Jackson,501157
1854,2011-01-18,Micky_Ward,550314
1855,2011-01-18,Mila_Kunis,871552
1856,2011-01-18,Natalie_Portman,909764
1857,2011-01-18,New_Year%27s_Day,768678
1858,2011-01-18,Nicki_Minaj,683476
1859,2011-01-18,Ophiuchus,1280861
1860,2011-01-18,Ophiuchus_(astrology),576118
1861,2011-01-18,Pete_Postlethwaite,679243
1862,2011-01-18,Philip_Markoff,657794
1863,2011-01-18,Portal:Contents,481208
1864,2011-01-18,Portal:Current_events,666297
1865,2011-01-18,Pretty_Little_Liars_(TV_series),557688
1866,2011-01-18,Rihanna,666664
1867,2011-01-18,Russia,498337
1868,2011-01-18,Sean_Parker,677928
1869,2011-01-18,Search,880700
1870,2011-01-18,Selena_Gomez,699190
1871,2011-01-18,Sex,973810
1872,2011-01-18,Skins_(TV_series),727159
1873,2011-01-18,Super_Bowl_XLV,510744
1874,2011-01-18,Ted_Williams,539783
1875,2011-01-18,The_Big_Bang_Theory,743181
1876,2011-01-18,The_Game_(U.S._TV_series),525368
1877,2011-01-18,The_Green_Hornet,519857
1878,2011-01-18,The_Green_Hornet_(2011_film),535523
1879,2011-01-18,The_Social_Network,561415
1880,2011-01-18,Tron:_Legacy,561070
1881,2011-01-18,Tron_(film),547429
1882,2011-01-18,True_Grit_(2010_film),466976
1883,2011-01-18,Tunisia,770077
1884,2011-01-18,UFC_125,624993
1885,2011-01-18,United_Kingdom,760829
1886,2011-01-18,United_States,1096113
1887,2011-01-18,User_Datagram_Protocol,641072
1888,2011-01-18,Wiki,2226531
1889,2011-01-18,WikiLeaks,472871
1890,2011-01-18,Wikipedia,982919
1891,2011-01-18,Wikipedia:Contribution_Team/Welcome2,767405
1892,2011-01-18,William_Shakespeare,1100496
1893,2011-01-18,World_War_I,493183
1894,2011-01-18,World_War_II,640848
1895,2011-01-18,YouTube,579355
1896,2011-01-18,Zodiac,1155368
1897,2011-01-18,index.html,1457677
1898,2011-01-18,initial,1234820
1899,2011-01-18,w/index.php,888906
1900,2011-03-31,1080p,109427
1901,2011-03-31,Acne_vulgaris,108698
1902,2011-03-31,Adventure_Time,108992
1903,2011-03-31,Agatha_Christie,109510
1904,2011-03-31,Akamai,108601
1905,2011-03-31,Alternative_rock,109380
1906,2011-03-31,Angelina_Pivarnick,108709
1907,2011-03-31,Antonov_An-225,108294
1908,2011-03-31,"Austin,_Texas",108525
1909,2011-03-31,Badminton,108735
1910,2011-03-31,Ben_10,108628
1911,2011-03-31,Bj%C3%B6rk,108916
1912,2011-03-31,Blackbird_(song),109307
1913,2011-03-31,Brooklyn,108457
1914,2011-03-31,Buenos_Aires,109415
1915,2011-03-31,Canary_Islands,108838
1916,2011-03-31,Category_5_cable,108437
1917,2011-03-31,Caucasian_race,109316
1918,2011-03-31,Celtic_F.C.,109093
1919,2011-03-31,Chelsea_Staub,109490
1920,2011-03-31,Child_pornography,109519
1921,2011-03-31,Cillian_Murphy,108982
1922,2011-03-31,Color_blindness,108543
1923,2011-03-31,Computer_science,109255
1924,2011-03-31,Cruise_missile,109190
1925,2011-03-31,Daniel_Day-Lewis,109361
1926,2011-03-31,David,108632
1927,2011-03-31,David_Carradine,108366
1928,2011-03-31,David_Cross,108753
1929,2011-03-31,Denver,109336
1930,2011-03-31,Don_Quixote,109502
1931,2011-03-31,Dream,108823
1932,2011-03-31,Electromagnetic_radiation,108963
1933,2011-03-31,Elizabeth_Hurley,108743
1934,2011-03-31,Emmanuelle_Chriqui,108882
1935,2011-03-31,Eureka_(TV_series),109526
1936,2011-03-31,Fall_Out_Boy,109249
1937,2011-03-31,Ferrari,108667
1938,2011-03-31,Fifth_Amendment_to_the_United_States_Constitution,108862
1939,2011-03-31,G.I._Joe:_The_Rise_of_Cobra,109271
1940,2011-03-31,George_Lopez,109260
1941,2011-03-31,Hannibal,108941
1942,2011-03-31,Hedgehog%27s_dilemma,108890
1943,2011-03-31,High_school,109058
1944,2011-03-31,Hydroelectricity,109511
1945,2011-03-31,Jack_Wilshere,109190
1946,2011-03-31,James_May,108501
1947,2011-03-31,Jamie_Bell,108314
1948,2011-03-31,Jane_Seymour,109299
1949,2011-03-31,Jean-Jacques_Rousseau,109377
1950,2011-03-31,Jerry_O%27Connell,108756
1951,2011-03-31,"John_Hinckley,_Jr.",109425
1952,2011-03-31,John_Malkovich,108931
1953,2011-03-31,Jos%C3%A9_Mourinho,109239
1954,2011-03-31,Julie_Benz,108284
1955,2011-03-31,Junior_dos_Santos,108807
1956,2011-03-31,Kentucky,108220
1957,2011-03-31,Kim_Basinger,109346
1958,2011-03-31,LL_Cool_J,109449
1959,2011-03-31,Lil_wayne,108673
1960,2011-03-31,List_of_90210_episodes,108802
1961,2011-03-31,List_of_Hawaii_Five-0_episodes,108618
1962,2011-03-31,List_of_banned_video_games,109259
1963,2011-03-31,Lord%27s_Prayer,108602
1964,2011-03-31,Marshall_Plan,109419
1965,2011-03-31,Methane,108996
1966,2011-03-31,Micropenis,108514
1967,2011-03-31,Monopoly,108576
1968,2011-03-31,Morse_code,109203
1969,2011-03-31,Namibia,108918
1970,2011-03-31,National_Hockey_League,109096
1971,2011-03-31,Oxytocin,108989
1972,2011-03-31,Phencyclidine,108529
1973,2011-03-31,Polymer,108973
1974,2011-03-31,Ponzi_scheme,108294
1975,2011-03-31,Ray_Charles,108618
1976,2011-03-31,Renal_failure,108277
1977,2011-03-31,Ric_Flair,109395
1978,2011-03-31,Robot,108777
1979,2011-03-31,Router,108515
1980,2011-03-31,Rwanda,108532
1981,2011-03-31,Sarbanes%E2%80%93Oxley_Act,109308
1982,2011-03-31,Sigourney_Weaver,109493
1983,2011-03-31,Sleep_deprivation,108758
1984,2011-03-31,Social_media,109056
1985,2011-03-31,Stacy_Keibler,108926
1986,2011-03-31,Stockholm_syndrome,109330
1987,2011-03-31,Strategic_management,109254
1988,2011-03-31,Sugar,108675
1989,2011-03-31,Susan_B._Anthony,108846
1990,2011-03-31,Tattoo,108707
1991,2011-03-31,Taurine,108537
